site_os_id,race,Percent_Hospital,Percent_Region,Percent_State,outcome
13779,Black,1.00,0.99,0.98,8
13779,FL_Hispanic,1.00,0.98,0.98,8
13779,White,1.00,0.98,0.97,8
13779,Black,0.92,0.97,0.97,9
13779,FL_Hispanic,0.75,0.95,0.97,9
13779,White,1.00,0.99,0.98,9
13779,Black,0.33,0.32,0.28,10
13779,FL_Hispanic,0.39,0.43,0.36,10
13779,White,0.38,0.45,0.36,10
13779,FL_Hispanic,1.00,0.76,0.68,11
13781,Black,1.00,0.94,0.94,1
13781,FL_Hispanic,1.00,0.93,0.94,1
13781,White,0.99,0.94,0.93,1
13781,Black,1.00,0.98,0.96,2
13781,White,1.00,0.96,0.94,2
13781,Black,1.00,0.47,0.42,3
13781,White,0.49,0.43,0.37,3
13781,Black,1.00,0.97,0.98,4
13781,FL_Hispanic,1.00,0.97,0.97,4
13781,White,0.99,0.98,0.98,4
13781,Black,1.00,0.98,0.98,5
13781,FL_Hispanic,1.00,0.98,0.98,5
13781,White,1.00,0.97,0.97,5
13781,Black,1.00,0.99,0.99,6
13781,FL_Hispanic,1.00,0.99,0.99,6
13781,White,1.00,0.99,0.99,6
13781,Black,1.00,0.98,0.97,7
13781,White,1.00,0.97,0.97,7
13781,Black,1.00,0.99,0.98,8
13781,FL_Hispanic,1.00,0.98,0.98,8
13781,White,0.99,0.98,0.97,8
13781,Black,1.00,0.97,0.97,9
13781,White,1.00,0.99,0.98,9
13781,Black,0.55,0.32,0.28,10
13781,FL_Hispanic,1.00,0.43,0.36,10
13781,White,0.70,0.45,0.36,10
13781,Black,0.50,0.54,0.46,11
13781,White,0.82,0.66,0.52,11
13782,Black,0.84,0.94,0.94,1
13782,FL_Hispanic,0.93,0.93,0.94,1
13782,White,1.00,0.94,0.93,1
13782,Black,1.00,0.98,0.96,2
13782,FL_Hispanic,0.98,0.97,0.97,2
13782,Black,0.60,0.47,0.42,3
13782,FL_Hispanic,0.57,0.44,0.43,3
13782,White,0.20,0.43,0.37,3
13782,Black,0.94,0.97,0.98,4
13782,FL_Hispanic,0.98,0.97,0.97,4
13782,White,1.00,0.98,0.98,4
13782,Black,0.88,0.98,0.98,5
13782,FL_Hispanic,0.97,0.98,0.98,5
13782,White,1.00,0.97,0.97,5
13782,Black,1.00,0.99,0.99,6
13782,FL_Hispanic,0.99,0.99,0.99,6
13782,White,1.00,0.99,0.99,6
13782,Black,0.67,0.98,0.97,7
13782,FL_Hispanic,0.95,0.97,0.98,7
13782,White,1.00,0.97,0.97,7
13782,Black,1.00,0.99,0.98,8
13782,FL_Hispanic,0.99,0.98,0.98,8
13782,White,1.00,0.98,0.97,8
13782,Black,1.00,0.97,0.97,9
13782,FL_Hispanic,0.93,0.95,0.97,9
13782,White,1.00,0.99,0.98,9
13782,Black,0.54,0.32,0.28,10
13782,FL_Hispanic,0.59,0.43,0.36,10
13782,White,0.64,0.45,0.36,10
13782,Black,0.83,0.54,0.46,11
13782,FL_Hispanic,0.90,0.76,0.68,11
13782,White,1.00,0.66,0.52,11
13811,Black,1.00,0.94,0.94,1
13811,FL_Hispanic,0.95,0.93,0.94,1
13811,White,0.96,0.94,0.93,1
13811,Black,1.00,0.98,0.96,2
13811,FL_Hispanic,1.00,0.97,0.97,2
13811,White,1.00,0.96,0.94,2
13811,Black,0.67,0.47,0.42,3
13811,FL_Hispanic,0.67,0.44,0.43,3
13811,White,0.38,0.43,0.37,3
13811,Black,1.00,0.97,0.98,4
13811,FL_Hispanic,1.00,0.97,0.97,4
13811,White,0.98,0.98,0.98,4
13811,Black,1.00,0.98,0.98,5
13811,FL_Hispanic,0.95,0.98,0.98,5
13811,White,0.97,0.97,0.97,5
13811,Black,1.00,0.99,0.99,6
13811,FL_Hispanic,1.00,0.99,0.99,6
13811,White,1.00,0.99,0.99,6
13811,FL_Hispanic,1.00,0.97,0.98,7
13811,White,1.00,0.97,0.97,7
13811,Black,1.00,0.99,0.98,8
13811,FL_Hispanic,1.00,0.98,0.98,8
13811,White,1.00,0.98,0.97,8
13811,Black,1.00,0.97,0.97,9
13811,White,1.00,0.99,0.98,9
13811,Black,0.33,0.32,0.28,10
13811,FL_Hispanic,0.36,0.43,0.36,10
13811,White,0.36,0.45,0.36,10
13811,Black,1.00,0.54,0.46,11
13811,FL_Hispanic,1.00,0.76,0.68,11
13811,White,1.00,0.66,0.52,11
13815,Black,1.00,0.94,0.94,1
13815,FL_Hispanic,0.93,0.93,0.94,1
13815,White,1.00,0.94,0.93,1
13815,Black,1.00,0.97,0.98,4
13815,FL_Hispanic,1.00,0.97,0.97,4
13815,White,1.00,0.98,0.98,4
13815,Black,1.00,0.98,0.98,5
13815,FL_Hispanic,0.96,0.98,0.98,5
13815,White,1.00,0.97,0.97,5
13815,Black,1.00,0.99,0.99,6
13815,FL_Hispanic,1.00,0.99,0.99,6
13815,White,1.00,0.99,0.99,6
13815,FL_Hispanic,1.00,0.97,0.98,7
13815,Black,1.00,0.99,0.98,8
13815,FL_Hispanic,0.94,0.98,0.98,8
13815,White,1.00,0.98,0.97,8
13815,FL_Hispanic,1.00,0.95,0.97,9
13815,Black,1.00,0.32,0.28,10
13815,FL_Hispanic,0.13,0.43,0.36,10
13819,Black,1.00,0.94,0.94,1
13819,FL_Hispanic,1.00,0.93,0.94,1
13819,White,0.99,0.94,0.93,1
13819,Black,1.00,0.98,0.96,2
13819,White,0.98,0.96,0.94,2
13819,Black,0.50,0.47,0.42,3
13819,White,0.47,0.43,0.37,3
13819,Black,1.00,0.97,0.98,4
13819,FL_Hispanic,1.00,0.97,0.97,4
13819,White,1.00,0.98,0.98,4
13819,Black,1.00,0.98,0.98,5
13819,FL_Hispanic,1.00,0.98,0.98,5
13819,White,1.00,0.97,0.97,5
13819,Black,1.00,0.99,0.99,6
13819,FL_Hispanic,1.00,0.99,0.99,6
13819,White,1.00,0.99,0.99,6
13819,Black,1.00,0.98,0.97,7
13819,FL_Hispanic,1.00,0.97,0.98,7
13819,White,1.00,0.97,0.97,7
13819,Black,1.00,0.99,0.98,8
13819,FL_Hispanic,1.00,0.98,0.98,8
13819,White,1.00,0.98,0.97,8
13819,Black,1.00,0.97,0.97,9
13819,FL_Hispanic,1.00,0.95,0.97,9
13819,White,1.00,0.99,0.98,9
13819,Black,0.67,0.32,0.28,10
13819,FL_Hispanic,1.00,0.43,0.36,10
13819,White,0.74,0.45,0.36,10
13819,Black,1.00,0.54,0.46,11
13819,White,0.80,0.66,0.52,11
13862,Black,0.88,0.94,0.94,1
13862,FL_Hispanic,0.93,0.93,0.94,1
13862,White,0.89,0.94,0.93,1
13862,Black,1.00,0.98,0.96,2
13862,Black,0.22,0.47,0.42,3
13862,White,0.33,0.43,0.37,3
13862,Black,0.93,0.97,0.98,4
13862,FL_Hispanic,0.93,0.97,0.97,4
13862,White,0.89,0.98,0.98,4
13862,Black,0.97,0.98,0.98,5
13862,FL_Hispanic,1.00,0.98,0.98,5
13862,White,1.00,0.97,0.97,5
13862,Black,0.97,0.99,0.99,6
13862,FL_Hispanic,1.00,0.99,0.99,6
13862,White,1.00,0.99,0.99,6
13862,Black,1.00,0.98,0.97,7
13862,White,1.00,0.97,0.97,7
13862,Black,0.96,0.99,0.98,8
13862,FL_Hispanic,1.00,0.98,0.98,8
13862,White,1.00,0.98,0.97,8
13862,Black,0.93,0.97,0.97,9
13862,FL_Hispanic,1.00,0.95,0.97,9
13862,White,1.00,0.99,0.98,9
13862,Black,0.17,0.32,0.28,10
13862,FL_Hispanic,0.15,0.43,0.36,10
13862,White,0.27,0.45,0.36,10
13862,Black,0.20,0.54,0.46,11
14462,Black,0.88,0.93,0.94,1
14462,FL_Hispanic,1.00,0.92,0.94,1
14462,White,0.90,0.93,0.93,1
14462,FL_Hispanic,1.00,0.94,0.97,2
14462,White,1.00,0.94,0.94,2
14462,Black,0.33,0.32,0.42,3
14462,FL_Hispanic,0.33,0.33,0.43,3
14462,White,0.17,0.31,0.37,3
14462,Black,0.94,0.97,0.98,4
14462,FL_Hispanic,1.00,0.97,0.97,4
14462,White,0.96,0.97,0.98,4
14462,Black,1.00,0.98,0.98,5
14462,FL_Hispanic,1.00,0.99,0.98,5
14462,White,0.97,0.98,0.97,5
14462,Black,1.00,0.99,0.99,6
14462,FL_Hispanic,1.00,0.98,0.99,6
14462,White,0.98,0.99,0.99,6
14462,Black,0.50,0.95,0.97,7
14462,White,0.96,0.97,0.97,7
14462,Black,0.98,0.96,0.98,8
14462,FL_Hispanic,1.00,0.96,0.98,8
14462,White,0.97,0.97,0.97,8
14462,Black,0.86,0.99,0.97,9
14462,FL_Hispanic,1.00,1.00,0.97,9
14462,White,0.92,0.99,0.98,9
14462,Black,0.04,0.22,0.28,10
14462,White,0.16,0.34,0.36,10
14462,White,0.29,0.39,0.52,11
14562,Black,1.00,0.93,0.94,1
14562,White,0.94,0.93,0.93,1
14562,Black,1.00,0.96,0.96,2
14562,White,0.86,0.94,0.94,2
14562,Black,1.00,0.32,0.42,3
14562,White,0.29,0.31,0.37,3
14562,Black,1.00,0.97,0.98,4
14562,White,0.98,0.97,0.98,4
14562,Black,1.00,0.98,0.98,5
14562,White,0.98,0.98,0.97,5
14562,Black,1.00,0.99,0.99,6
14562,White,1.00,0.99,0.99,6
14562,White,0.92,0.97,0.97,7
14562,Black,1.00,0.96,0.98,8
14562,White,1.00,0.97,0.97,8
14562,Black,1.00,0.99,0.97,9
14562,White,1.00,0.99,0.98,9
14562,Black,0.14,0.22,0.28,10
14562,White,0.29,0.34,0.36,10
14562,Black,1.00,0.28,0.46,11
14562,White,0.71,0.39,0.52,11
14842,Black,1.00,0.93,0.94,1
14842,FL_Hispanic,1.00,0.92,0.94,1
14842,White,0.99,0.93,0.93,1
14842,White,1.00,0.94,0.94,2
14842,White,0.27,0.31,0.37,3
14842,Black,1.00,0.97,0.98,4
14842,FL_Hispanic,1.00,0.97,0.97,4
14842,White,0.99,0.97,0.98,4
14842,Black,1.00,0.98,0.98,5
14842,FL_Hispanic,1.00,0.99,0.98,5
14842,White,1.00,0.98,0.97,5
14842,Black,1.00,0.99,0.99,6
14842,FL_Hispanic,1.00,0.98,0.99,6
14842,White,1.00,0.99,0.99,6
14842,White,1.00,0.97,0.97,7
14842,Black,1.00,0.96,0.98,8
14842,FL_Hispanic,1.00,0.96,0.98,8
14842,White,1.00,0.97,0.97,8
14842,FL_Hispanic,1.00,1.00,0.97,9
14842,White,1.00,0.99,0.98,9
14842,White,0.20,0.34,0.36,10
14842,White,0.32,0.39,0.52,11
14942,Black,0.98,0.93,0.94,1
14942,FL_Hispanic,1.00,0.92,0.94,1
14942,White,0.97,0.93,0.93,1
14942,Black,1.00,0.96,0.96,2
14942,White,1.00,0.94,0.94,2
14942,Black,0.26,0.32,0.42,3
14942,FL_Hispanic,0.13,0.33,0.43,3
14942,White,0.28,0.31,0.37,3
14942,Black,1.00,0.97,0.98,4
14942,FL_Hispanic,1.00,0.97,0.97,4
14942,White,0.99,0.97,0.98,4
14942,Black,0.99,0.98,0.98,5
14942,FL_Hispanic,1.00,0.99,0.98,5
14942,White,0.99,0.98,0.97,5
14942,Black,1.00,0.99,0.99,6
14942,FL_Hispanic,1.00,0.98,0.99,6
14942,White,1.00,0.99,0.99,6
14942,Black,1.00,0.95,0.97,7
14942,FL_Hispanic,1.00,1.00,0.98,7
14942,White,1.00,0.97,0.97,7
14942,Black,0.97,0.96,0.98,8
14942,FL_Hispanic,1.00,0.96,0.98,8
14942,White,0.97,0.97,0.97,8
14942,Black,1.00,0.99,0.97,9
14942,FL_Hispanic,1.00,1.00,0.97,9
14942,White,1.00,0.99,0.98,9
14942,Black,0.36,0.22,0.28,10
14942,FL_Hispanic,0.32,0.22,0.36,10
14942,White,0.57,0.34,0.36,10
14942,Black,0.29,0.28,0.46,11
14942,White,0.59,0.39,0.52,11
15144,Black,1.00,0.93,0.94,1
15144,FL_Hispanic,1.00,0.92,0.94,1
15144,White,0.93,0.93,0.93,1
15144,White,1.00,0.94,0.94,2
15144,White,0.11,0.31,0.37,3
15144,Black,1.00,0.97,0.98,4
15144,FL_Hispanic,1.00,0.97,0.97,4
15144,White,0.96,0.97,0.98,4
15144,Black,1.00,0.98,0.98,5
15144,FL_Hispanic,1.00,0.99,0.98,5
15144,White,0.99,0.98,0.97,5
15144,Black,1.00,0.99,0.99,6
15144,FL_Hispanic,1.00,0.98,0.99,6
15144,White,1.00,0.99,0.99,6
15144,FL_Hispanic,1.00,1.00,0.98,7
15144,White,1.00,0.97,0.97,7
15144,Black,1.00,0.96,0.98,8
15144,FL_Hispanic,1.00,0.96,0.98,8
15144,White,0.97,0.97,0.97,8
15144,Black,1.00,0.99,0.97,9
15144,White,0.97,0.99,0.98,9
15144,FL_Hispanic,0.40,0.22,0.36,10
15144,White,0.29,0.34,0.36,10
15144,White,0.25,0.39,0.52,11
15322,Black,1.00,0.94,0.94,1
15322,FL_Hispanic,0.82,0.93,0.94,1
15322,White,0.97,0.94,0.93,1
15322,Black,1.00,0.98,0.96,2
15322,FL_Hispanic,1.00,0.97,0.97,2
15322,White,1.00,0.96,0.94,2
15322,Black,0.75,0.47,0.42,3
15322,FL_Hispanic,0.33,0.44,0.43,3
15322,White,0.59,0.43,0.37,3
15322,Black,1.00,0.97,0.98,4
15322,FL_Hispanic,1.00,0.97,0.97,4
15322,White,0.99,0.98,0.98,4
15322,Black,1.00,0.98,0.98,5
15322,FL_Hispanic,0.82,0.98,0.98,5
15322,White,0.99,0.97,0.97,5
15322,Black,1.00,0.99,0.99,6
15322,FL_Hispanic,1.00,0.99,0.99,6
15322,White,0.99,0.99,0.99,6
15322,Black,1.00,0.98,0.97,7
15322,FL_Hispanic,1.00,0.97,0.98,7
15322,White,1.00,0.97,0.97,7
15322,Black,1.00,0.99,0.98,8
15322,FL_Hispanic,1.00,0.98,0.98,8
15322,White,0.99,0.98,0.97,8
15322,Black,1.00,0.97,0.97,9
15322,FL_Hispanic,1.00,0.95,0.97,9
15322,White,1.00,0.99,0.98,9
15322,Black,0.44,0.32,0.28,10
15322,FL_Hispanic,0.67,0.43,0.36,10
15322,White,0.56,0.45,0.36,10
15322,Black,1.00,0.54,0.46,11
15322,FL_Hispanic,1.00,0.76,0.68,11
15322,White,0.77,0.66,0.52,11
15563,Black,0.95,0.93,0.94,1
15563,FL_Hispanic,1.00,0.92,0.94,1
15563,White,0.84,0.93,0.93,1
15563,Black,1.00,0.96,0.96,2
15563,FL_Hispanic,1.00,0.94,0.97,2
15563,White,1.00,0.94,0.94,2
15563,Black,0.33,0.32,0.42,3
15563,FL_Hispanic,1.00,0.33,0.43,3
15563,White,0.22,0.31,0.37,3
15563,Black,1.00,0.97,0.98,4
15563,FL_Hispanic,1.00,0.97,0.97,4
15563,White,0.94,0.97,0.98,4
15563,Black,0.98,0.98,0.98,5
15563,FL_Hispanic,1.00,0.99,0.98,5
15563,White,0.98,0.98,0.97,5
15563,Black,1.00,0.99,0.99,6
15563,FL_Hispanic,1.00,0.98,0.99,6
15563,White,0.94,0.99,0.99,6
15563,Black,0.80,0.95,0.97,7
15563,White,0.91,0.97,0.97,7
15563,Black,0.97,0.96,0.98,8
15563,FL_Hispanic,1.00,0.96,0.98,8
15563,White,0.94,0.97,0.97,8
15563,Black,1.00,0.99,0.97,9
15563,FL_Hispanic,1.00,1.00,0.97,9
15563,White,0.83,0.99,0.98,9
15563,Black,0.31,0.22,0.28,10
15563,FL_Hispanic,0.17,0.22,0.36,10
15563,White,0.19,0.34,0.36,10
15563,Black,0.25,0.28,0.46,11
15563,White,0.38,0.39,0.52,11
15823,FL_Hispanic,1.00,0.92,0.94,1
15823,White,0.92,0.93,0.93,1
15823,White,0.14,0.31,0.37,3
15823,FL_Hispanic,1.00,0.97,0.97,4
15823,White,0.96,0.97,0.98,4
15823,FL_Hispanic,1.00,0.99,0.98,5
15823,White,0.92,0.98,0.97,5
15823,FL_Hispanic,1.00,0.98,0.99,6
15823,White,1.00,0.99,0.99,6
15823,White,1.00,0.97,0.97,7
15823,FL_Hispanic,1.00,0.96,0.98,8
15823,White,1.00,0.97,0.97,8
15823,White,1.00,0.99,0.98,9
15823,White,0.33,0.34,0.36,10
15823,White,1.00,0.39,0.52,11
16462,Black,0.96,0.94,0.94,1
16462,FL_Hispanic,0.96,0.93,0.94,1
16462,White,0.96,0.94,0.93,1
16462,Black,1.00,0.98,0.96,2
16462,FL_Hispanic,0.96,0.97,0.97,2
16462,White,0.93,0.96,0.94,2
16462,Black,0.15,0.47,0.42,3
16462,FL_Hispanic,0.34,0.44,0.43,3
16462,White,0.29,0.43,0.37,3
16462,Black,0.99,0.97,0.98,4
16462,FL_Hispanic,0.98,0.97,0.97,4
16462,White,0.99,0.98,0.98,4
16462,Black,1.00,0.98,0.98,5
16462,FL_Hispanic,0.99,0.98,0.98,5
16462,White,0.99,0.97,0.97,5
16462,Black,0.99,0.99,0.99,6
16462,FL_Hispanic,1.00,0.99,0.99,6
16462,White,1.00,0.99,0.99,6
16462,Black,0.94,0.98,0.97,7
16462,FL_Hispanic,1.00,0.97,0.98,7
16462,White,0.98,0.97,0.97,7
16462,Black,1.00,0.99,0.98,8
16462,FL_Hispanic,0.99,0.98,0.98,8
16462,White,0.98,0.98,0.97,8
16462,Black,1.00,0.97,0.97,9
16462,FL_Hispanic,1.00,0.95,0.97,9
16462,White,1.00,0.99,0.98,9
16462,Black,0.30,0.32,0.28,10
16462,FL_Hispanic,0.35,0.43,0.36,10
16462,White,0.34,0.45,0.36,10
16462,Black,1.00,0.54,0.46,11
16462,FL_Hispanic,0.69,0.76,0.68,11
16462,White,0.71,0.66,0.52,11
17962,Black,0.95,0.93,0.94,1
17962,FL_Hispanic,0.88,0.92,0.94,1
17962,White,0.94,0.93,0.93,1
17962,Black,1.00,0.96,0.96,2
17962,FL_Hispanic,0.92,0.94,0.97,2
17962,White,1.00,0.94,0.94,2
17962,Black,0.38,0.32,0.42,3
